Link,Sector,Prime Award Type,Prime Funding Agency,Prime Funding Office,Prime Parent Funding Office,Prime Contracting Agency,Prime Parent Contracting Agency,Prime Contracting Agency,Prime Parent Contracting Office,Prime Contracting Office,Prime Contracting Office Address 1,Prime Contracting Office Address 2,Prime Contracting Office City,Prime Contracting Office State,Prime Contracting Office Zip,Prime Contracting Office Phone,Prime Contracting Office Fax,Prime Contracting Office URL,Prime Contracting Office Organization Score,Solicitation ID,Contract ID,Task Order ID,Award Number,Prime Award Date,Prime Response Date,Prime Start Date,Prime End Date,Prime Awarded Value,Prime Awardee Name,Industry,Sub Industry,Prime Place Of Performance Address 1,Prime Place Of Performance Address 2,Prime Place Of Performance City,Prime Place Of Performance State,Prime Place Of Performance Zip,Prime Place Of Performance Country,NAICS,PSC,NIGP,Prime Set Aside,Contract Vehicle,Prime Pricing Type,Extent Competed,Prime Contacts,Prime Awardee Parent Name,Prime Awardee Name,Prime Awardee Address 1,Prime Awardee Address 2,Prime Awardee City,Prime Awardee State,Prime Awardee Zip,Prime Awardee Phone,Prime Awardee Fax,Prime Awardee URL,Prime Award Description,Subcontractor,Subcontractor Parent,Subcontract Awarded Date,Subcontract Amount,Subcontract ID,Subcontract Description,Subcontract Awardee Contacts
https://analytics.govini.com/details/procurement/6366058667196985349/19297743/,U.S. Federal Agency,,US Department of the Air Force,Hill AFB,Bases,US Department of the Air Force,,US Department of the Air Force,Bases,Hill AFB, ,,Hill AFB,UT,84056,,,http://www.afmc.af.mil/,0,FA8223-10-R-0130,,,FA822311C0001,11/09/2010,,,,,LOCKHEED MARTIN CORP,Governance & Education,Educational Services, ,,Hill AFB,UT,84056,United States,(611512) Flight Training,"(J) MAINTENANCE, REPAIR, AND REBUILDING OF EQUIPMENT",,,,,,Rick Kelley  rick.g.kelley@lmco.com 4073065245,Lockheed Martin Corporation,LOCKHEED MARTIN CORP,ORLANDO,,Orlando,FL,32825,,,http://www.lockheedmartin.com/us/mfc/siteinformation/orlando.html,C-130 ATS II,XEROX CORPORATION,Xerox Corp.,04/24/2014,26187.5,4101346253, SERVICE ITEM,
https://analytics.govini.com/details/procurement/6366058667196985349/127408989/,U.S. Federal Agency,DCA Definitive Contract,US Department of the Air Force,US Department of the Air Force,US Department of Defense (DOD),US Department of the Air Force,,US Department of the Air Force,US Department of Defense (DOD),US Department of the Air Force,1400 Defense Pentagon ,,Washington,DC,20301,,,http://www.af.mil/,92,,,,FA822311C0001,10/22/2010,,11/01/2010,12/31/2018,0.0,LOCKHEED MARTIN CORPORATION (3632),Governance & Education,Educational Services,12506 LAKE UNDERHILL RD,,Orlando,FL,32825,United States,(611512) Flight Training,(J069) MAINT/REPAIR/REBUILD OF EQUIPMENT- TRAINING AIDS AND DEVICES,,,,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,,Lockheed Martin Corporation,LOCKHEED MARTIN CORPORATION (3632),12506 LAKE UNDERHILL ROAD,P.O.BOX 780217,Orlando,FL,32825,,,,C-130 ATS II,HEWLETT-PACKARD COMPANY,Hewlett-Packard Company,06/25/2013,31023.48,4100916643, SERVICE ITEM,
https://analytics.govini.com/details/procurement/6366058667196985349/127408989/,U.S. Federal Agency,DCA Definitive Contract,US Department of the Air Force,US Department of the Air Force,US Department of Defense (DOD),US Department of the Air Force,,US Department of the Air Force,US Department of Defense (DOD),US Department of the Air Force,1400 Defense Pentagon ,,Washington,DC,20301,,,http://www.af.mil/,92,,,,FA822311C0001,10/22/2010,,11/01/2010,12/31/2018,0.0,LOCKHEED MARTIN CORPORATION (3632),Governance & Education,Educational Services,12506 LAKE UNDERHILL RD,,Orlando,FL,32825,United States,(611512) Flight Training,(J069) MAINT/REPAIR/REBUILD OF EQUIPMENT- TRAINING AIDS AND DEVICES,,,,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,,Lockheed Martin Corporation,LOCKHEED MARTIN CORPORATION (3632),12506 LAKE UNDERHILL ROAD,P.O.BOX 780217,Orlando,FL,32825,,,,C-130 ATS II,HEWLETT-PACKARD COMPANY,Hewlett-Packard Company,11/20/2012,283002.4,4100671998, SERVICE ITEM,
https://analytics.govini.com/details/procurement/6366058667196985349/127408989/,U.S. Federal Agency,DCA Definitive Contract,US Department of the Air Force,US Department of the Air Force,US Department of Defense (DOD),US Department of the Air Force,,US Department of the Air Force,US Department of Defense (DOD),US Department of the Air Force,1400 Defense Pentagon ,,Washington,DC,20301,,,http://www.af.mil/,92,,,,FA822311C0001,10/22/2010,,11/01/2010,12/31/2018,0.0,LOCKHEED MARTIN CORPORATION (3632),Governance & Education,Educational Services,12506 LAKE UNDERHILL RD,,Orlando,FL,32825,United States,(611512) Flight Training,(J069) MAINT/REPAIR/REBUILD OF EQUIPMENT- TRAINING AIDS AND DEVICES,,,,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,,Lockheed Martin Corporation,LOCKHEED MARTIN CORPORATION (3632),12506 LAKE UNDERHILL ROAD,P.O.BOX 780217,Orlando,FL,32825,,,,C-130 ATS II,HEWLETT-PACKARD COMPANY,Hewlett-Packard Company,11/29/2012,40026.96,4100679160, SERVICE ITEM,
https://analytics.govini.com/details/procurement/6452218544770624180/130188240/,U.S. Federal Agency,DCA Definitive Contract,US Department of the Air Force,US Department of the Air Force,US Department of Defense (DOD),US Department of the Air Force,,US Department of the Air Force,"Air Combat Command (ACC) (includes HQ, 633 CONS, 405 AEW)",Acquisition and Management and Integration Center (AMIC), ,,Hampton,VA,23665,,,http://www.acc.af.mil/library/programmanagementsquadron/,92,FA489013R0001,,,FA489013C0104,07/31/2013,,07/31/2013,09/30/2018,76386.0,CAE USA INC.,Governance & Education,Educational Services,4908 TAMPA WEST BLVD,,Holloman Air Force Base,NM,88330,United States,(611512) Flight Training,(U009) EDUCATION/TRAINING- GENERAL,,,,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,,BAE Systems plc,CAE USA INC.,4908 TAMPA WEST BLVD,,Tampa,FL,33634,,,www.cae.com/,,"ALPHA-OMEGA CHANGE ENGINEERING, INC.","ALPHA-OMEGA CHANGE ENGINEERING, INC.",04/04/2002,3971091.53,pgs13-0054,TRAINING SERVICES ,
https://analytics.govini.com/details/procurement/6452218544770624180/130188240/,U.S. Federal Agency,DCA Definitive Contract,US Department of the Air Force,US Department of the Air Force,US Department of Defense (DOD),US Department of the Air Force,,US Department of the Air Force,"Air Combat Command (ACC) (includes HQ, 633 CONS, 405 AEW)",Acquisition and Management and Integration Center (AMIC), ,,Hampton,VA,23665,,,http://www.acc.af.mil/library/programmanagementsquadron/,92,FA489013R0001,,,FA489013C0104,07/31/2013,,07/31/2013,09/30/2018,76386.0,CAE USA INC.,Governance & Education,Educational Services,4908 TAMPA WEST BLVD,,Holloman Air Force Base,NM,88330,United States,(611512) Flight Training,(U009) EDUCATION/TRAINING- GENERAL,,,,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,,BAE Systems plc,CAE USA INC.,4908 TAMPA WEST BLVD,,Tampa,FL,33634,,,www.cae.com/,,AMAZON WEB SERVICES LLC,AMAZONCOM INCORPORATED,03/31/2014,25000.0,pgs14-0027,Web Hosting Services ,
https://analytics.govini.com/details/procurement/6452218544770624180/130188240/,U.S. Federal Agency,DCA Definitive Contract,US Department of the Air Force,US Department of the Air Force,US Department of Defense (DOD),US Department of the Air Force,,US Department of the Air Force,"Air Combat Command (ACC) (includes HQ, 633 CONS, 405 AEW)",Acquisition and Management and Integration Center (AMIC), ,,Hampton,VA,23665,,,http://www.acc.af.mil/library/programmanagementsquadron/,92,FA489013R0001,,,FA489013C0104,07/31/2013,,07/31/2013,09/30/2018,76386.0,CAE USA INC.,Governance & Education,Educational Services,4908 TAMPA WEST BLVD,,Holloman Air Force Base,NM,88330,United States,(611512) Flight Training,(U009) EDUCATION/TRAINING- GENERAL,,,,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,,BAE Systems plc,CAE USA INC.,4908 TAMPA WEST BLVD,,Tampa,FL,33634,,,www.cae.com/,,"ALPHA-OMEGA CHANGE ENGINEERING, INC.","ALPHA-OMEGA CHANGE ENGINEERING, INC.",11/20/2014,689352.02,PGS14-0056 C/O 1,TRAINING SERVICES ,
https://analytics.govini.com/details/procurement/2427982159624184421/203672944/,U.S. Federal Agency,,US Department of the Air Force,Acquisition and Management and Integration Center (AMIC),"Air Combat Command (ACC) (includes HQ, 633 CONS, 405 AEW)",US Department of the Air Force,,US Department of the Air Force,"Air Combat Command (ACC) (includes HQ, 633 CONS, 405 AEW)",Acquisition and Management and Integration Center (AMIC), ,,Hampton,VA,23665,,,http://www.acc.af.mil/library/programmanagementsquadron/,92,FA4890-13-C-0104,,,FA489013C0104,07/30/2013,,,,,,Governance & Education,Educational Services, ,,Hampton,VA,23665,United States,(611512) Flight Training,(U) EDUCATION/TRAINING,,,,,,,,,,,,,,,,,,CAE USA INC.,BAE Systems plc,06/19/2014,4006091.53,PGS13-0054 Chg 7,TRAINING SERVICES ,
https://analytics.govini.com/details/procurement/4117295614394546883/205923847/,U.S. Federal Agency,DCA Definitive Contract,US Department of the Air Force,US Department of the Air Force,US Department of Defense (DOD),US Department of the Air Force,,US Department of the Air Force,"Air Force Materiel Command (includes former AESW, former 311th Air Base Group)","Air Force Life Cycle Management Center (AFLCMC) (includes former ASC, ESC and AAC)", ,,Dayton,OH,45433,,,http://www.wpafb.af.mil/aflcmc/,94,,,,FA862115C6250,05/27/2015,,05/27/2015,05/23/2016,991900.0,CAE USA INC,Transportation & Roads,Vehicle Manufacturing,4908 TAMPA WEST BOULEVARD NORTH BLDG,,Tampa,FL,33634,United States,(336413) Other Aircraft Parts and Auxiliary Equipment Manufacturing,(J069) MAINT/REPAIR/REBUILD OF EQUIPMENT- TRAINING AIDS AND DEVICES,,,,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,,BAE Systems plc,CAE USA INC,4908 TAMPA WEST BOULEVARD NORTH BLDG,,Tampa,FL,33634,,,http://www.cae.com/,,ESTERLINE GEORGIA US LLC,ESTERLINE GEORGIA US LLC,06/21/2016,69956.0,PKR16-0243,Sim 7 X-Cube for projectors.,
https://analytics.govini.com/details/procurement/2975092885704140471/169218894/,U.S. Federal Agency,DCA Definitive Contract,US Department of the Army,"US Army Program Executive Office for Simulation, Training and Instrumentation (PEO STRI)",Program Executive Offices (PEOs),US Department of the Army,,US Department of the Army,Program Executive Offices (PEOs),"US Army Program Executive Office for Simulation, Training and Instrumentation (PEO STRI)",12350 Research Parkway ,,Orlando,FL,32826,,,http://www.peostri.army.mil/,79,W900KK14R0020,,,W900KK14C0006,08/25/2014,,08/25/2014,05/31/2016,576999.99,CAE USA INCORPORATED (1065),Construction & Maintenance,Manufacturing,4908 TAMPA W BLVD,,Durham,NC,27713,United States,(333318) OTHER COMMERCIAL AND SERVICE INDUSTRY MACHINERY MANUFACTURING,(6910) TRAINING AIDS,,,,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,,BAE Systems plc,CAE USA INCORPORATED (1065),4908 TAMPA WEST BLVD,,Tampa,FL,33634,,,www.cae.com,BL0011,"APPLIED COMPUTER SYSTEMS, INC",APPLIED COMPUTER SYSTEMS INC,11/24/2014,32719.1,PLA14-0038,CLASSROOM ITEMS ,
https://analytics.govini.com/details/procurement/7642069529313327100/124380544/,U.S. Federal Agency,DCA Definitive Contract,US Department of the Navy,US Department of the Navy,US Department of Defense (DOD),US Department of the Navy,,US Department of the Navy,US Department of Defense (DOD),US Department of the Navy,1200 Navy Pentagon ,,Washington,DC,20350,,,http://www.navy.mil/,96,N6134011R0028,,,N6134012C0018,04/23/2012,,04/23/2012,02/29/2016,25728182.0,"JF Taylor, Inc.",Construction & Maintenance,Manufacturing,21610 S ESSEX DR,,Lexington Park,MD,20653,United States,(333319) Other Commercial and Service Industry Machinery Manufacturing,(6910) TRAINING AIDS,,Small Business Set Aside (Total),,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,,"JF Taylor, Inc","JF Taylor, Inc.",21610 South Essex Drive,,Lexington Park,MD,20653,,,http://www.jfti.com/,,ROCKWELL COLLINS SIMULATION & TRAINING SOLUTIONS LLC,Rockwell Collins Inc.,05/11/2012,3836426.0,JFT-0018-01,Software development of the MH-60S WLT Upgrades (SN1 & SN2).,
https://analytics.govini.com/details/procurement/7642069529313327100/124380544/,U.S. Federal Agency,DCA Definitive Contract,US Department of the Navy,US Department of the Navy,US Department of Defense (DOD),US Department of the Navy,,US Department of the Navy,US Department of Defense (DOD),US Department of the Navy,1200 Navy Pentagon ,,Washington,DC,20350,,,http://www.navy.mil/,96,N6134011R0028,,,N6134012C0018,04/23/2012,,04/23/2012,02/29/2016,25728182.0,"JF Taylor, Inc.",Construction & Maintenance,Manufacturing,21610 S ESSEX DR,,Lexington Park,MD,20653,United States,(333319) Other Commercial and Service Industry Machinery Manufacturing,(6910) TRAINING AIDS,,Small Business Set Aside (Total),,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,,"JF Taylor, Inc","JF Taylor, Inc.",21610 South Essex Drive,,Lexington Park,MD,20653,,,http://www.jfti.com/,,CAE USA INCORPORATED (1065),BAE Systems plc,05/18/2012,4732929.0,JFT-0018-02,"CAE will provide modifications to the MH-60S AMT & MH-60R AMT. CAE is responsible for software development of the MH-60R/S AMT Upgrades to include the following scope of effort: Reconfigure the MH-60S AMT architecture to match the MH-60R AMT. Update the baseline for MH-60S specific systems. Update the baseline for AOP 86.X for both device types. Update the Virtual Test sets to the latest in use. Update Information Assurance (IA) compliance. Add five additional malfunctions for both device types, as defined by the customer. Software Engineering Environment (SEE) modification and testing.",
https://analytics.govini.com/details/procurement/7880117489834161596/148619168/,U.S. Federal Agency,,US Department of Health and Human Services (HHS),Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),National Institutes Of Health (NIH),US Department of Health and Human Services (HHS),,US Department of Health and Human Services (HHS),National Institutes Of Health (NIH),Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),"31 Center Drive Building 31, Room 2A32, MSC 2425",,Bethesda,MD,20892,,,http://www.nih.gov/,86,NIH-NICHD-PRB-2012-08,,,HHSN275201300006C,02/14/2013,,,,,Wayne State University,Healthcare & Life Sciences,Health Care Research and Development,"31 Center Drive Building 31, Room 2A32, MSC 2425",,Bethesda,MD,20892,United States,"(541712) Research and Development in the Physical, Engineering, and Life Sciences (except Biotechnology)",(R) SUPPORT (PROFESSIONAL/ADMINISTRATIVE/MANAGEMENT),,,,,,,WAYNE STATE UNIVERSITY,Wayne State University,"5057 WOODWARD RM 6402, Detroit",,Detroit,MI,48202,,,,,ICOMM CORPORATION,ICOMM CORPORATION,02/11/2014,27348.0,P0662919,"This purchase order from this vendor is to upgrade RIV Nurse Call and integrate with existing Cisco phone system, to support the PRB.",
